>>> {"jsonrpc":"2.0","id":1,"method":"initialize","params":{"protocolVersion":1,"clientCapabilities":{"fs":{"readTextFile":true,"writeTextFile":true},"terminal":false},"clientInfo":{"name":"acp-capture","version":"1"}}}
<<< {"jsonrpc":"2.0","id":1,"result":{"agentCapabilities":{"loadSession":true,"promptCapabilities":{"image":true},"sessionCapabilities":{"fork":{},"list":{},"resume":{}}},"agentInfo":{"name":"hermes-agent","version":"0.19.0"},"authMethods":[{"description":"Authenticate Hermes using the currently configured lmstudio runtime credentials.","id":"lmstudio","name":"lmstudio runtime credentials"},{"args":["--setup"],"description":"Open Hermes' interactive model/provider setup in a terminal. Use this when Hermes has not been configured on this machine yet.","id":"hermes-setup","name":"Configure Hermes provider","type":"terminal"}],"protocolVersion":1}}
>>> {"jsonrpc":"2.0","id":2,"method":"session/new","params":{"cwd":"/home/victor/c7test/workdir","mcpServers":[]}}
<<< {"jsonrpc":"2.0","id":2,"result":{"_meta":{"hermes":{"sessionProvenance":{"acpSessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","currentHermesSessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","rootHermesSessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","parentHermesSessionId":null,"sessionKind":"root","compressionDepth":0}}},"models":{"availableModels":[{"description":"Provider: LM Studio \u2022 current","modelId":"lmstudio:qwen/qwen3.5-9b","name":"LM Studio \u00b7 qwen/qwen3.5-9b"}],"currentModelId":"lmstudio:qwen/qwen3.5-9b"},"modes":{"availableModes":[{"description":"Ask before edits.","id":"default","name":"Default"},{"description":"Auto-allow workspace and /tmp edits; still asks for sensitive paths.","id":"accept_edits","name":"Accept Edits"},{"description":"Auto-allow file edits for this session except sensitive paths.","id":"dont_ask","name":"Don't Ask"}],"currentModeId":"default"},"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0"}}
>>> {"jsonrpc":"2.0","id":3,"method":"session/prompt","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","prompt":[{"type":"text","text":"First read the file notes.txt to see its contents. Then use the patch tool to change the word beta to BETA in that same file."}]}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" then","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" use","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" the","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" patch","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" tool","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" to","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" replace","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" '","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"beta","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"'","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" with","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" '","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"B","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"ETA","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"'","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" in","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" it","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":".","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" I","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"'ll","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" start","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" by","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" reading","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" the","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" file","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" to","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" see","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" its","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" contents","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":".","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"\n","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"kind":"read","locations":[{"path":"notes.txt"}],"title":"read: notes.txt","toolCallId":"tc-e4c66c20ddbe","sessionUpdate":"tool_call"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"Now","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" I","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"'ll","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" use","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" the","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" patch","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" tool","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" to","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" change","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" \"","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"beta","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"\"","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" to","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" \"","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"B","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"ETA","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"\"","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" on","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" line","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":" ","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"2","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":".","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"\n\n","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"<tool_call>","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"\n","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"<function=","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"patch","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":">","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"\n","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"<","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"parameter","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"=path","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":">","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"\n","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"notes","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":".txt","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"\n","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"</","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"parameter","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":">","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"\n","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"<","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"parameter","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"=","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"old","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"_string","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":">","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"\n","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"2","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"|","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"beta","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"\n","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"</","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"parameter","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":">","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"\n","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"<","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"parameter","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"=new","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
<<< {"jsonrpc":"2.0","method":"session/update","params":{"sessionId":"4d7a9c7e-30e9-4500-9ce8-80530e0089b0","update":{"content":{"text":"_string","type":"text"},"sessionUpdate":"agent_thought_chunk"}}}
